affixe,chiens,presentations,resultats,points,chiens_resultats,haut_niveau,CACIT,RCACIT,CACT,RCACT,EXC,TB,CQN,taux_resultat,score_moyen_presentation,points_moyens_par_chien,pct_chiens_resultats,fiabilite,chiens_leaders,disciplines_fortes,indice_affixe
DU DOMAINE DU GIBIER,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,C'DOUGLAS DU DOMAINE DU GIBIER,printemps,1.5214412286651957
DU GRAND TETRAS DU RIOUMAJOU,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,BENJIA DU GRAND TETRAS DU RIOUMAJOU,becassine,1.5214412286651957
DU MAS SERIN,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,OSCAR DU MAS SERIN,becasse,1.5214412286651957
DU RUISSEAU DE TREBANS,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,R'TWIST DU RUISSEAU DE TREBANS,montagne,1.5214412286651957
DU VALLON D'ARMOR,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,TENN DU VALLON D'ARMOR,becasse,1.5214412286651957
D'AR RADEN KEFELEG,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,INES D'AR RADEN KEFELEG,becassine,0.8799289945189215
D'OL,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,PENELOPE DELLE TERRE D'OL,becasse,0.8799289945189215
D'OLTRA,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ZEUS DELLE TERRE D'OLTRA,becasse,0.8799289945189215
DE CAUSSES ET D'AUBRAC,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,O' TOP DE CAUSSES ET D'AUBRAC,montagne,0.8799289945189215
DE COET CANTEL,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HERMES DE COET CANTEL,printemps,0.8799289945189215
DE GUINGUILLY,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,PRUNE DE GUINGUILLY,becasse,0.8799289945189215
DE JUNQUEL,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,REY DE JUNQUEL,printemps,0.8799289945189215
DE LA BECASSE,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,GETTY DE LA BECASSE,becasse,0.8799289945189215
DE LA CROIX GENTILHOMME,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,DROP DE LA CROIX GENTILHOMME,becasse,0.8799289945189215
DE LA FLAGUE MAEL,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,IPAD DE LA FLAGUE MAEL,printemps,0.8799289945189215
DE LA JEANNAIE DU BOIS,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,JESS DE LA JEANNAIE DU BOIS,becasse,0.8799289945189215
DE LA PASSEE DE L'EPERON,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,DRUK DE LA PASSEE DE L'EPERON,becassine,0.8799289945189215
DE LA REMISE DU PIN COUCHE,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HINDY DE LA REMISE DU PIN COUCHE,becasse,0.8799289945189215
DE LA SOURCE DU TOMPLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HARRY DE LA SOURCE DU TOMPLE,montagne,0.8799289945189215
DEL MUGNONE,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,AMI DEL MUGNONE,grande_quete,0.8799289945189215
DES BERGES DE L'ILLET,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,JAZZY DES BERGES DE L'ILLET,becasse,0.8799289945189215
DES MENTHES SAUVAGES,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HUKA DES MENTHES SAUVAGES,becasse,0.8799289945189215
DES MONTS D'OCCITANIE,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,MAEYY DES MONTS D'OCCITANIE,printemps,0.8799289945189215
DES PENTES DU SOULARAC,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,MYRTILLE DES PENTES DU SOULARAC,printemps,0.8799289945189215
DU BOIS DE BUISSERET,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ODIN DU BOIS DE BUISSERET,grande_quete,0.8799289945189215
DU BOIS DE LARNEDE,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,IDYLLE DU BOIS DE LARNEDE,printemps,0.8799289945189215
DU CHATEAU DE LA MANDOLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,NILS DU CHATEAU DE LA MANDOLE,printemps,0.8799289945189215
DU COIN ACACIAS,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,HERO DU COIN ACACIAS,becasse,0.8799289945189215
DU HAUT DE BASABURU,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,TOSCA DU HAUT DE BASABURU,becasse,0.8799289945189215
DU MOYEN ADOUR,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,JEEP DU MOYEN ADOUR,becasse,0.8799289945189215
DU TERROIR DE SAINTONGE,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,R'WAN DU TERROIR DE SAINTONGE,printemps,0.8799289945189215
AFFIXE_NON_DETERMINE,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,échantillon faible,ROXANA DELLE TERRE D',"discipline_non_identifiee, printemps",0.8367926757658577
